Kilo-Sec_B,rel_flux_T1_d(mag),rel_flux_err_T1_d(mag)
16.224797,0.000078,0.001517
16.242336,0.00243,0.001513
16.259875,0.002848,0.00151
16.277328,0.001473,0.001511
16.294781,-0.001061,0.001515
16.31232,0.001116,0.001515
16.329773,-0.001924,0.001512
16.347226,-0.004119,0.001515
16.364678,-0.003315,0.001516
16.382304,-0.000062,0.001516
16.39967,0.000426,0.00152
16.417123,0.003963,0.001518
16.434662,0.002077,0.001516
16.452288,0.001557,0.001517
16.469654,0.003701,0.001518
16.487194,0.002867,0.001516
16.504733,0.005499,0.001517
16.522186,0.004877,0.001518
16.539638,0.003242,0.001516
16.557091,0.002243,0.001522
16.574544,0.003569,0.00152
16.59217,0.001437,0.001516
16.609709,0.000877,0.001511
16.627334,0.0016,0.001512
16.644874,0.001577,0.001514
16.662326,-0.000402,0.001513
16.679779,0.004719,0.00151
16.697232,0.001657,0.001511
16.714685,0.000641,0.001512
16.732224,-0.001096,0.001512
16.749763,0.003886,0.001511
16.767216,-0.000284,0.00151
16.784842,0.002346,0.001509
16.802381,0.000125,0.001511
16.819834,-0.002986,0.001513
16.837546,-0.001634,0.001511
16.854998,-0.000519,0.001513
16.872451,-0.001827,0.001514
16.889904,0.002213,0.00151
16.90753,0.001557,0.001511
16.924896,0.001246,0.001511
16.942435,0.000131,0.001505
16.959974,0.007397,0.001514
16.977514,0.003454,0.001514
16.99488,0.003196,0.001511
17.012333,0.001126,0.001509
17.029786,0.002918,0.00151
17.047411,0.003018,0.00151
17.06495,-0.002654,0.001512
17.08249,0.000072,0.001512
17.099942,-0.00001,0.001516
17.117395,-0.003135,0.001514
17.135021,-0.001703,0.001513
17.152474,0.0014,0.001512
17.169926,0.004979,0.001512
17.187379,0.004444,0.001518
17.204832,0.002504,0.00152
17.222371,0.001066,0.001512
17.239824,0.003481,0.001517
17.257363,0.00257,0.001523
17.274902,0.002272,0.00152
17.292355,0.002702,0.001521
17.309808,-0.001608,0.001519
17.327347,0.002997,0.001516
17.344886,-0.000591,0.001511
17.362339,0.004546,0.001517
17.379792,0.004264,0.001513
17.397245,-0.000237,0.001511
17.414784,-0.002648,0.001516
17.432237,0.001471,0.001518
17.449776,-0.004316,0.001517
17.467229,0.002341,0.001517
17.484854,0.004142,0.00152
17.502307,0.000015,0.001514
17.519933,0.001742,0.001523
17.537386,-0.003377,0.001525
17.554838,-0.000302,0.001522
17.572291,0.000589,0.001525
17.589917,-0.000107,0.001519
17.607456,0.001501,0.001524
17.624995,0.002448,0.001527
17.642448,0.002588,0.001517
17.659901,0.004801,0.001524
17.677354,0.000587,0.001523
17.694806,0.003285,0.001557
17.712346,0.002716,0.001546
17.729885,0.006093,0.001532
17.747338,0.002688,0.001523
17.76479,-0.002789,0.001523
17.78233,-0.004573,0.00152
17.799782,0.002493,0.00152
17.817235,-0.001035,0.001512
17.834861,0.001463,0.001518
17.852314,-0.001372,0.001517
17.869766,-0.001308,0.001519
17.887219,-0.005063,0.001519
17.904586,-0.003707,0.00152
17.922038,0.000475,0.001523
17.939578,0.004218,0.001518
17.957117,-0.000787,0.001522
17.97457,0.001351,0.001516
17.992109,0.004615,0.001521
18.009648,-0.000917,0.001516
18.027101,0.005644,0.001523
18.04464,0.002361,0.001518
18.062093,-0.001533,0.001521
18.079718,-0.000757,0.001519
18.097085,0.000088,0.001519
18.114624,-0.001688,0.001518
18.132077,0.001432,0.00152
18.149616,-0.003735,0.001519
18.167155,-0.002966,0.001519
18.184608,0.001849,0.001526
18.202061,0.004285,0.001519
18.2196,0.001043,0.001521
18.237053,0.002228,0.00152
18.254592,0.002589,0.001526
18.272131,-0.000371,0.001521
18.289584,0.000411,0.001523
18.307037,-0.004088,0.001518
18.32449,-0.00527,0.001525
18.342029,-0.001108,0.001519
18.359568,0.001242,0.001519
18.376934,0.002776,0.001529
18.394474,-0.005955,0.001517
18.411926,-0.000961,0.001521
18.429552,-0.002182,0.001523
18.446918,-0.000327,0.001527
18.464458,-0.000452,0.001523
18.481997,0.001093,0.001525
18.49945,0.004158,0.001522
18.516816,0.000418,0.001519
18.534355,0.003998,0.001528
18.551808,0.003331,0.001529
18.569434,0.000168,0.001523
18.586973,0.002524,0.001527
18.604426,0.002407,0.001529
18.621965,-0.005301,0.001519
18.639418,-0.001317,0.001535
18.65687,0.001501,0.001526
18.67441,0.00404,0.001532
18.692035,0.000777,0.001532
18.709574,0.001997,0.001517
18.726941,-0.000336,0.001527
18.74448,0.001128,0.001517
18.761933,0.001229,0.001516
18.779472,-0.002257,0.001515
18.796838,0.001312,0.001523
18.814291,0.004215,0.001519
18.83183,-0.002909,0.001513
18.849283,-0.00078,0.001508
18.86665,0.00544,0.001513
18.884189,0.001691,0.001512
18.901642,0.00335,0.001513
18.919267,0.002328,0.001513
18.936634,-0.009018,0.00151
18.954173,-0.005809,0.001515
18.971798,-0.006859,0.001512
18.989251,-0.003231,0.001512
19.006704,-0.004014,0.00151
19.024243,-0.005196,0.001508
19.041696,-0.006027,0.001511
19.059149,-0.003348,0.001513
19.076774,-0.005305,0.001509
19.094314,-0.007426,0.001511
19.111939,-0.001637,0.001507
19.129306,-0.002275,0.001511
19.146758,0.00095,0.001509
19.164211,-0.002789,0.001512
19.181664,-0.000194,0.00151
19.199117,0.000062,0.00151
19.216656,0.000487,0.001512
19.234109,0.000564,0.001513
19.251562,-0.00182,0.001512
19.269014,0.00024,0.001511
19.286467,0.002917,0.001509
19.304006,-0.002727,0.001515
19.321459,-0.003561,0.001514
19.338998,-0.002472,0.001521
19.356451,-0.0011,0.001519
19.37399,0.001117,0.001514
19.391357,0.000629,0.001518
19.40881,0.001794,0.001512
19.426262,0.003166,0.001512
19.443802,0.001691,0.001515
19.461341,0.002863,0.001516
19.478794,0.001482,0.001518
19.496333,0.001356,0.001518
19.513699,0.000829,0.001518
19.531238,0.002265,0.001518
19.548691,0.003815,0.001514
19.566144,-0.002751,0.001516
19.583597,0.00483,0.001522
19.600963,0.006851,0.001522
19.618416,0.004766,0.001517
19.635955,0.00261,0.001515
19.653408,0.00399,0.001518
19.670861,0.00485,0.001521
19.688486,-0.000597,0.001521
19.706112,0.000182,0.001517
19.723478,0.001552,0.001526
19.741018,0.002211,0.001518
19.758557,-0.002302,0.001518
19.776096,-0.003737,0.001519
19.793635,-0.002124,0.001518
19.811088,0.000071,0.001521
19.828541,-0.002366,0.001525
19.846166,-0.002583,0.001513
19.863619,-0.000908,0.001519
19.881072,-0.004346,0.00152
19.898525,-0.000696,0.001522
19.915978,-0.004361,0.001522
19.933517,-0.005006,0.001516
19.951056,-0.000813,0.001514
19.968509,0.00001,0.001516
19.985962,-0.001255,0.001515
20.003501,-0.001865,0.001515
20.020954,0.004878,0.00152
20.038406,0.003909,0.001518
20.055946,-0.003313,0.001519
20.073398,-0.00283,0.001519
20.090851,-0.001257,0.001522
20.108304,0.00452,0.001519
20.12593,-0.002819,0.001513
20.143382,0.002783,0.001518
20.160835,-0.000399,0.001523
20.178288,0.006698,0.001515
20.195914,0.003141,0.001521
20.213366,0.000471,0.001517
20.230819,0.00002,0.001516
20.248272,0.00057,0.001514
20.265811,-0.002642,0.00152
20.283264,-0.000542,0.001521
20.300717,0.001339,0.001524
20.31817,0.002882,0.001529
20.335795,0.001819,0.00153
20.353248,-0.00335,0.001517
20.370701,0.005968,0.001514
20.38824,0.005353,0.001522
20.405693,0.0018,0.001519
20.423146,0.002985,0.001522
20.440598,0.000339,0.001517
20.458224,0.00245,0.001523
20.475677,0.008101,0.001521
20.493216,0.001581,0.001518
20.510755,0.001979,0.001526
20.528208,0.003931,0.001525
20.545661,0.000799,0.001523
20.563114,0.007982,0.001522
20.580566,0.003916,0.001529
20.598106,0.009234,0.001527
20.615645,0.003424,0.001522
20.633098,0.004469,0.001532
20.650637,0.00283,0.001523
20.66809,0.003309,0.001531
20.685542,0.002362,0.001519
20.702995,0.003408,0.001524
20.720362,0.005732,0.001523
20.737987,-0.000101,0.001528
20.755526,0.00138,0.001526
20.772979,0.001917,0.001532
20.790518,-0.007945,0.001519
20.807971,-0.009527,0.001523
20.82551,-0.009478,0.001524
20.842963,-0.010287,0.001524
20.860502,-0.003451,0.001518
20.877955,-0.003762,0.001514
20.895494,-0.002418,0.001517
20.913034,-0.004627,0.001517
20.930486,-0.006642,0.001509
20.947939,-0.002782,0.001516
20.965478,-0.003514,0.00152
20.982931,0.004035,0.00152
21.000384,0.000761,0.001513
21.017837,0.004386,0.001521
21.035462,0.000144,0.00152
21.052915,-0.002388,0.001522
21.070368,0.002852,0.001524
21.087821,0.003668,0.001519
21.105446,0.005686,0.001524
21.122899,0.005827,0.001525
21.140352,-0.000778,0.001519
21.157805,0.001571,0.001525
21.175344,-0.000345,0.001523
21.19271,0.003649,0.001529
21.21025,0.002118,0.001519
21.227789,0.004063,0.001525
21.245328,0.004606,0.00153
21.262781,0.008636,0.001528
21.280234,0.004476,0.001526
21.297686,0.009618,0.001528
21.315312,0.005637,0.001521
21.332851,0.005265,0.001526
21.350477,0.006692,0.001524
21.368016,0.003627,0.001527
21.385469,0.008418,0.00153
21.403008,0.003244,0.001523
21.420461,0.005155,0.001534
21.438,0.003771,0.001524
21.455539,0.003093,0.001523
21.472992,-0.001006,0.001525
21.490445,-0.000236,0.001514
21.507898,-0.002028,0.001519
21.52535,-0.001089,0.001523
21.54289,0.001972,0.001524
21.560342,0.000707,0.001527
21.577882,0.00168,0.001522
21.595421,-0.00083,0.001523
21.612874,0.002151,0.00152
21.630326,0.001537,0.001516
21.647866,0.005716,0.001524
21.665405,0.002756,0.001518
21.682858,-0.0032,0.001523
21.700397,-0.003305,0.001527
21.717936,0.002477,0.001519
21.735389,0.003941,0.001524
21.752842,0.002748,0.001523
21.770294,0.004594,0.001521
21.787747,0.006521,0.001523
21.8052,0.00394,0.001522
21.822653,0.002902,0.001519
21.840106,0.001539,0.001521
21.857558,-0.002222,0.00152
21.875184,0.003135,0.001521
21.892637,0.002144,0.001528
21.91009,0.007365,0.001524
21.927715,0.001391,0.001528
21.945168,-0.000907,0.001529
21.962621,0.004088,0.001526
21.980074,0.00372,0.00153
21.997699,0.007533,0.001532
22.015152,0.003773,0.001522
22.032605,0.005592,0.001524
22.050058,0.001706,0.001524
22.067683,0.007264,0.001536
22.08505,0.003367,0.001528
22.102589,0.004408,0.001532
22.120214,0.003443,0.001526
22.13784,0.002733,0.001526
22.155206,0.003735,0.001533
22.172746,-0.000095,0.001521
22.190285,-0.003956,0.001518
22.207738,-0.001048,0.001532
22.22519,0.004498,0.001522
22.24273,-0.000527,0.001519
22.260269,-0.002896,0.001521
22.277722,0.002102,0.001521
22.295261,-0.002091,0.001527
22.312714,-0.001503,0.001527
22.330253,0.003358,0.001525
22.347792,-0.002889,0.00153
22.365245,0.002956,0.001524
22.382698,-0.003938,0.001529
22.400237,0.002691,0.001526
22.41769,-0.001814,0.001527
22.435142,-0.00242,0.001526
22.452595,0.001641,0.001525
22.470221,0.000758,0.001526
22.487587,0.000103,0.001524
22.505126,-0.000307,0.001525
22.522579,0.000512,0.001523
22.540205,0.008074,0.001537
22.557658,0.002601,0.001529
22.57511,0.004673,0.001532
22.592563,0.00467,0.001532
22.610102,0.009888,0.00153
22.627642,0.006966,0.001529
22.645094,0.006182,0.001526
22.662547,0.003905,0.00153
22.680086,0.001284,0.001533
22.697626,0.003194,0.001531
22.715078,0.005658,0.00153
22.732531,0.004696,0.001532
22.75007,0.000388,0.001527
22.767523,0.005939,0.001533
22.784976,0.006135,0.001528
22.802515,0.004662,0.001531
22.820054,0.003524,0.001533
22.837507,0.005314,0.00153
22.855046,0.003291,0.001528
22.872758,0.003284,0.001528
22.890211,0.002478,0.001534
22.90775,0.00156,0.00153
22.925203,0.003438,0.001534
22.942656,0.005251,0.00153
22.960109,0.00247,0.001533
22.977475,0.001694,0.001538
22.994928,0.007054,0.00153
23.012467,0.001495,0.001534
23.02992,0.002411,0.001529
23.047373,0.001257,0.001535
23.064826,0.006917,0.00154
23.082278,0.001301,0.001538
23.099904,0.005508,0.001532
23.11727,-0.003826,0.00155
23.134723,0.000175,0.001541
23.152176,-0.002829,0.001526
23.169715,-0.000338,0.001538
23.187254,0.001157,0.00152
23.204621,0.000511,0.001527
23.222074,-0.006768,0.001529
23.239526,-0.002775,0.001532
23.257066,-0.000821,0.00153
23.274518,-0.001225,0.001522
23.291971,-0.000616,0.001526
23.309597,-0.003334,0.001526
23.32705,0.002156,0.001528
23.344502,0.0001,0.00153
23.361955,0.00064,0.001525
23.379408,-0.003243,0.001561
23.397034,-0.009187,0.001519
23.414486,-0.008354,0.001525
23.431939,-0.009007,0.001526
23.449478,0.004408,0.001525
23.466931,0.004225,0.001531
23.484384,0.00204,0.00153
23.501837,0.003723,0.001529
23.51929,0.002588,0.00153
23.536915,-0.000885,0.001528
23.554282,0.001886,0.001531
23.571734,0.000574,0.001529
23.589187,0.006279,0.00154
23.606726,0.001908,0.001531
23.624093,0.004035,0.001529
23.641546,0.002227,0.001532
23.658998,0.002135,0.001533
23.676451,0.003145,0.001539
23.694077,-0.003017,0.001534
23.711616,-0.000363,0.001536
23.729069,0.003438,0.001548
23.746608,0.006002,0.001534
23.764061,0.004816,0.001542
23.781514,0.007453,0.001538
23.798966,0.002755,0.001535
23.816506,0.002328,0.001531
23.834045,0.005358,0.001539
23.851584,-0.00209,0.00154
23.869123,0.00553,0.001536
23.886576,0.010801,0.001542
23.903942,0.006103,0.001537
23.921395,0.007765,0.00157
23.938848,0.007914,0.001528
23.956301,0.004368,0.001536
23.973926,-0.00103,0.001533
23.991466,-0.001052,0.001525
24.009005,0.004383,0.00153
24.026458,0.00063,0.001531
24.044083,0.004731,0.00153
24.061622,0.001159,0.001532
24.079075,0.004111,0.001524
24.096701,0.003454,0.001532
24.11424,0.002604,0.00154
24.131693,0.004572,0.00154
24.149146,0.006612,0.001548
24.166685,0.008053,0.001544
24.184224,0.009091,0.001552
24.201677,0.004269,0.001549
24.219302,0.003666,0.001556
24.236755,-0.002916,0.00154
24.254381,0.003405,0.001538
24.271834,0.000855,0.001541
24.289286,0.000908,0.001537
24.306739,0.006777,0.001541
24.324192,-0.001364,0.001534
24.341731,-0.001167,0.001538
24.35927,0.007422,0.001542
24.376723,0.004521,0.001541
24.394262,0.00339,0.001533
24.411715,0.006768,0.00154
24.429168,0.003642,0.001538
24.446707,0.004051,0.001538
24.464246,0.007221,0.00154
24.481699,0.00186,0.00154
24.499152,0.006164,0.00154
24.516605,0.003089,0.001544
24.534144,-0.004943,0.001539
24.551597,0.008347,0.00155
24.569136,0.001585,0.001545
24.586589,0.001005,0.001534
24.604128,-0.002044,0.001539
24.621581,-0.003141,0.001542
24.63912,0.007185,0.00155
24.656659,0.003399,0.001543
24.674112,0.002709,0.001544
24.691565,0.00646,0.00154
24.709104,0.005936,0.00154
24.726643,0.000778,0.001546
24.744182,0.011613,0.001545
24.761808,0.001605,0.001537
24.779347,0.003058,0.001535
24.7968,-0.001588,0.001541
24.814339,-0.00644,0.001537
24.831792,-0.001351,0.001542
24.849245,0.001351,0.001541
24.866784,0.002942,0.001546
24.884323,0.002034,0.001546
24.901776,0.000193,0.001543
24.919229,0.006483,0.001549
24.936854,0.003211,0.001548
24.954394,0.004259,0.001555
24.971846,0.005852,0.001545
24.989299,0.004232,0.001538
25.006838,0.002635,0.001548
25.024378,0.004604,0.001554
25.041917,0.00332,0.001547
25.05937,0.000501,0.001542
25.076822,0.001518,0.001542
25.094362,0.003097,0.001541
25.111901,0.005848,0.001547
25.129354,-0.001045,0.001548
25.146806,0.006183,0.001546
25.164346,0.00195,0.001548
25.182058,0.005857,0.001541
25.199424,0.002466,0.001542
25.21705,0.003262,0.00154
25.234502,0.005431,0.001538
25.251955,0.003432,0.001545
25.269408,0.001168,0.001548
25.287034,-0.000887,0.00155
25.304573,0.001567,0.001542
25.322112,0.003091,0.001543
25.339565,-0.001457,0.001549
25.357018,-0.001866,0.001545
25.37447,-0.000589,0.001544
25.391923,0.000702,0.001541
25.409549,0.00078,0.001544
25.427002,0.001622,0.001539
25.444541,0.006727,0.001542
25.461994,-0.000615,0.00154
25.479446,-0.002552,0.001537
25.496899,-0.00077,0.001538
25.514352,-0.00003,0.001543
25.531805,0.000319,0.001539
25.549344,-0.000114,0.001544
25.566883,0.002046,0.001536
25.584336,0.003862,0.001546
25.601875,0.007043,0.001538
25.619328,0.002064,0.00154
25.636867,0.004001,0.001542
25.654406,0.002872,0.001538
25.671859,0.003162,0.001536
25.689312,0.007402,0.001539
25.706765,0.003196,0.00154
25.724218,0.00463,0.001541
25.741757,0.003069,0.00154
25.759296,-0.002175,0.001539
25.776749,0.008843,0.001538
25.794288,0.001843,0.001542
25.811741,0.001851,0.001547
25.829194,0.004097,0.001542
25.846733,0.001426,0.001542
25.864272,0.001177,0.001541
25.881811,-0.000051,0.001543
25.899523,0.002745,0.001538
25.91689,-0.00067,0.00154
25.934429,0.006497,0.001545
25.952054,0.003789,0.001548
25.969421,0.000608,0.001547
25.98696,-0.000682,0.001538
26.004413,0.003659,0.001547
26.021952,0.00633,0.001545
26.039405,-0.000805,0.001547
26.056858,0.000631,0.00155
26.07431,-0.001892,0.001546
26.091763,-0.000222,0.001551
26.109389,0.007502,0.001548
26.126842,0.004828,0.001544
26.144294,0.005065,0.001545
26.16192,0.002468,0.001546
26.179459,0.003254,0.001545
26.196998,0.001886,0.001547
26.214538,0.003455,0.001551
26.232077,0.002958,0.001549
26.249443,0.006293,0.001544
26.266982,0.000675,0.001548
26.284435,0.006069,0.001546
26.302061,0.003012,0.001544
26.3196,0.006931,0.001548
26.337053,0.002005,0.001542
26.354506,0.008641,0.001546
26.371958,-0.00205,0.001539
26.389498,-0.002076,0.001544
26.40695,-0.002766,0.001567
26.424403,-0.002401,0.001579
26.442029,0.001739,0.001569
26.459482,0.002089,0.001563
26.476934,-0.003127,0.001556
26.494387,0.000047,0.001562
26.511926,0.00215,0.00157
26.529379,0.002022,0.001557
26.546832,0.002344,0.001554
26.564285,0.003222,0.001563
26.58191,0.001076,0.001553
26.599363,0.00693,0.001557
26.616816,0.00441,0.001566
26.634269,0.005375,0.001577
26.651894,0.00289,0.001592
26.669347,0.003661,0.001571
26.6868,0.00011,0.001569
26.704253,0.002218,0.00157
26.721792,0.006134,0.001564
26.739245,0.002703,0.001565
26.756698,0.002688,0.00156
26.77415,-0.001011,0.001565
26.791776,0.003804,0.001584
26.809229,-0.004639,0.001564
26.826682,0.003237,0.001567
26.844221,0.001222,0.001581
26.86176,0.002983,0.001598
26.879126,0.001243,0.001579
26.896666,0.007452,0.001581
26.914205,0.004695,0.001595
26.931744,0.004421,0.001596
26.949197,0.006751,0.001616
26.966736,0.007298,0.001594
26.984189,0.008296,0.001588
27.001642,0.006725,0.001593
27.019094,-0.002919,0.001579
27.036547,0.000218,0.001584
27.054086,0.002423,0.001583
27.071626,0.009103,0.001581
27.089078,0.011139,0.001601
27.106618,-0.00039,0.001583
27.12407,-0.002161,0.001582
27.14161,0.003775,0.001581
27.159062,0.000997,0.001601
27.176602,0.003094,0.001589
27.194054,0.006898,0.001589
27.211507,0.005377,0.001596
27.22896,0.011446,0.001591
27.246499,0.003497,0.001615
27.263952,0.011648,0.001605
27.281491,0.003084,0.001629
27.298944,0.009565,0.001627
27.316483,0.017242,0.001623
27.333936,0.003891,0.001608
27.351475,0.010635,0.001616
27.369014,0.008784,0.001612
27.386554,0.00722,0.001612
27.404006,0.003398,0.001608
27.421546,0.010966,0.001615
27.439085,0.003674,0.001588
27.456538,0.007678,0.001608
27.474163,0.003425,0.001609
27.491702,0.009669,0.00161
27.509155,0.007653,0.00159
27.526694,0.009871,0.001597
27.544147,0.003585,0.001585
27.5616,0.006488,0.001585
27.579053,0.002583,0.001601
27.596506,0.007946,0.001596
27.614131,0.003702,0.001598
27.631498,0.005466,0.00159
27.649037,-0.00057,0.001594
27.666576,0.007643,0.001601
27.684115,0.01274,0.001624
27.701568,0.00471,0.00161
27.719021,0.007386,0.001605
27.73656,0.010233,0.001599
27.754013,0.010252,0.001621
27.771466,0.002872,0.001625
27.789005,0.004116,0.00162
27.806458,0.007594,0.001608
27.823997,0.002155,0.001612
27.84145,0.005526,0.001615
27.858989,0.009268,0.001601
27.876442,0.006775,0.001589
27.893981,0.00269,0.001596
27.911434,0.004881,0.001583
27.928973,0.008484,0.001594
27.946426,0.00594,0.00158
27.963878,0.010666,0.001591
27.981331,-0.000417,0.001584
27.99887,0.001562,0.001596
28.016323,0.00522,0.001588
28.033862,0.006578,0.001594
28.051315,0.001212,0.001595
28.068854,0.000275,0.001597
28.086307,0.001922,0.001599
28.103846,0.000423,0.001604
28.121299,0.004279,0.001598
28.138752,0.007594,0.001592
28.156205,0.004971,0.001599
28.173658,0.00555,0.0016
28.191197,0.009266,0.001612
28.208736,0.003078,0.0016
28.226189,0.008306,0.001601
28.243814,0.000159,0.001604
28.261267,0.00208,0.001607
28.27872,0.00801,0.001625
28.296173,0.011474,0.00161
28.313712,0.004149,0.001601
28.331251,0.013756,0.001632
28.348704,0.00666,0.001621
28.366157,0.003959,0.00161
28.383782,0.001969,0.001594
28.401322,0.006978,0.001605
28.418774,0.006918,0.001623
28.436314,0.007524,0.001617
28.453766,0.010107,0.001602
28.471219,0.004226,0.001615
28.488672,0.006723,0.001614
28.506125,0.006125,0.001643
28.523664,0.006536,0.001628
28.541117,0.015922,0.00163
28.55857,0.008896,0.001625
28.576022,0.013901,0.00161
28.593648,0.010466,0.001613
28.611101,0.007734,0.001612
28.628554,0.005709,0.001634
28.646006,0.008399,0.001616
28.663546,0.003843,0.00161
28.680998,0.001105,0.001612
28.698538,-0.005606,0.00161
28.716509,-0.003844,0.001602
28.734048,-0.004095,0.001591
28.751501,-0.001885,0.001594
28.76904,-0.003039,0.001608
28.786493,-0.001291,0.001609
28.803946,0.013652,0.001609
28.821398,0.008821,0.00163
28.839024,0.012325,0.001713
28.856477,0.009907,0.001635
28.87393,0.008259,0.001617
28.891382,0.00999,0.001609
28.909008,0.010157,0.001601
28.926461,0.004404,0.001625
28.943914,0.005851,0.001624
28.961366,0.006497,0.001658
28.978906,0.008676,0.001678
28.996445,0.012949,0.001665
29.013898,0.011186,0.001636
29.031437,0.007375,0.001633
29.04889,0.015179,0.001649
29.066342,0.0103,0.001672
29.083795,0.008997,0.001663
29.101248,0.003893,0.001647
29.118874,0.016663,0.00163
29.136326,0.005204,0.001615
29.153779,0.006241,0.00163
29.171318,0.011461,0.001657
29.188771,0.010297,0.001658
29.206224,0.011408,0.001665
29.223763,0.008811,0.001673
29.241302,0.001773,0.001654
29.258755,0.000363,0.001658
29.276294,0.000825,0.001658
29.293834,0.001357,0.001652
29.311286,0.002848,0.001633
29.328739,0.002541,0.0016
29.346192,-0.002791,0.001659
29.363645,0.002556,0.001672
29.381184,0.004193,0.001653
29.39855,-0.001951,0.00163
29.416003,0.002419,0.001623
29.433456,-0.00113,0.001613
29.451082,0.003717,0.00168
29.468621,0.000968,0.001776
29.486074,0.003851,0.001693
29.503526,-0.001554,0.001679
29.521066,-0.000755,0.001648
29.538605,-0.006738,0.001723
29.556058,0.003104,0.001681
29.573597,-0.001712,0.00164
29.591136,0.001844,0.001689
29.608589,0.0052,0.001665
29.626042,0.002876,0.001664
29.643494,0.000147,0.001617
29.660947,0.005306,0.001625
29.6784,0.010058,0.001629
29.695939,0.001323,0.001614
29.713478,-0.005678,0.001609
29.731018,-0.00371,0.00161
29.748557,-0.000548,0.001606
29.76601,0.000488,0.001605
29.783462,-0.001681,0.001609
29.800915,-0.001444,0.001599
29.818454,0.000143,0.001607
29.835907,0.00899,0.001602
29.853446,-0.007816,0.001588
29.870899,0.006089,0.001593
29.888525,0.005758,0.001598
29.905978,0.002611,0.001607
29.92343,0.002795,0.001599
29.940883,0.010592,0.001597
29.958422,0.000561,0.001599
29.975962,0.005813,0.001599
29.993414,0.004965,0.001604
30.010867,0.002024,0.001613
30.028406,0.00795,0.001612
30.045859,0.007637,0.001613
30.063312,0.008323,0.001615
30.080765,0.010688,0.001615
30.09839,0.002731,0.001607
30.115843,0.006019,0.001605
30.133382,0.01248,0.00162
30.150922,0.017714,0.001636
30.168374,0.005935,0.001638
30.185827,-0.001654,0.001653
30.20328,0.018626,0.001651
30.220733,0.008315,0.001662
30.238272,0.012902,0.00165
30.255811,0.013592,0.001649
30.273264,0.006812,0.001641
30.290803,0.018268,0.001636
30.308256,0.009033,0.001635
30.325795,0.007675,0.001646
30.343334,0.01305,0.001649
30.36096,0.004613,0.001626
30.378499,0.003707,0.001661
30.395952,0.008874,0.00175
30.413491,-0.001188,0.001716
30.430944,-0.003833,0.001698
30.448483,0.015973,0.001724
30.466022,0.014202,0.00167
30.483648,0.007956,0.001629
30.501101,0.002923,0.001663
30.518554,0.001299,0.001665
30.536006,0.003097,0.001643
30.553632,0.007051,0.001659
30.571085,0.014208,0.001643
30.588624,0.000315,0.00166
30.606163,-0.012163,0.00167
30.623616,0.002892,0.001664
30.641069,0.003519,0.001656
30.658522,0.011343,0.00164
30.676061,0.000735,0.001664
30.693514,0.004094,0.001667
30.71088,0.003769,0.001649
30.728333,0.009552,0.001652
30.745786,0.00722,0.001658
30.763238,0.004585,0.001665
30.780778,0.003948,0.001678
30.798144,0.010197,0.001661
30.815597,0.005442,0.00177
30.833136,0.007089,0.00171
30.850762,0.004922,0.001695
30.868214,-0.002773,0.001657
30.885667,0.004838,0.001639
30.90312,-0.009983,0.001642
30.920746,-0.007039,0.001724
30.938198,0.010339,0.001724
30.955651,0.005712,0.001621
30.97319,-0.001753,0.001642
30.990643,0.003468,0.001621
31.008096,0.004074,0.001623
31.025549,-0.001667,0.001646
31.043002,0.001699,0.001659
31.060627,-0.00044,0.001683
31.077994,0.000303,0.001646
31.095446,0.001599,0.001626
31.112899,-0.00803,0.001647
31.130352,-0.00011,0.001649
31.147891,0.002195,0.001656
31.165344,0.00487,0.001688
31.182797,0.002035,0.001687
31.20025,0.002004,0.001736
31.217789,0.002673,0.001679
31.235242,0.00136,0.001729
31.252694,0.006925,0.001698
31.270147,-0.002062,0.001761
31.287773,-0.004749,0.001652
31.305139,-0.000089,0.001732
31.322592,-0.000352,0.001744
31.340045,-0.00686,0.001752
31.357498,0.000273,0.001697
31.37495,0.003333,0.001629
31.392317,0.007773,0.001637
31.409856,0.00058,0.001644
31.427309,0.004993,0.00166
31.444934,0.001845,0.001651
31.462474,-0.003983,0.001664
31.479926,0.009523,0.001652
31.497638,0.005658,0.001668
31.515091,-0.005065,0.00166
31.532544,-0.004232,0.001701
31.549997,-0.000655,0.00169
31.567622,-0.010158,0.001774
31.585075,-0.006113,0.001683
31.602528,-0.002351,0.001772
31.620154,-0.001735,0.001696
31.637779,0.005583,0.001704
31.655232,0.005343,0.001676
31.672685,0.00629,0.001673
31.69031,0.002046,0.001656
31.70785,0.009449,0.00165
31.725389,-0.005729,0.001637
31.743014,0.004476,0.001638
31.760467,-0.007327,0.001661
31.77792,0.004323,0.001673
31.795373,0.000579,0.001653
31.812998,-0.005702,0.001667
31.830451,-0.004691,0.001706
31.848077,-0.016892,0.001713
31.86553,-0.007774,0.001663
31.882982,-0.00749,0.001656
31.900435,-0.005482,0.001655
31.917888,-0.006302,0.001684
31.935427,0.001367,0.001716
31.95288,0.000943,0.001751
31.970333,0.002164,0.001696
31.987786,-0.007816,0.00168
32.005325,-0.000242,0.001689
32.022864,-0.004702,0.001676
32.04023,0.004276,0.001667
32.057683,0.000694,0.001666
32.075136,0.003464,0.001676
32.092675,0.008893,0.001674
32.110128,0.00493,0.001696
32.127581,0.010384,0.001689
32.145034,0.000151,0.001668
32.162486,-0.01032,0.001649
32.180026,0.009196,0.001653
32.197565,0.004855,0.001665
