Label	slice	Saturated	Kilo-Sec	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	rel_flux_SNR_T1	rel_flux_SNR_C2	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2
HD113414BessellV2068_cal.fits	113	0	2.117663991	60060.48605	2460060.486	2460060.486	2460060.492	2460060.4924630	1.725949	35.308184	NaN	15	13.060836	-16.336575	7.237928	12	24	35	2.890087	0	0.004535	0	637.321512	0	546760.2008	739.464451	1030.809903	1016.386586	1031.309903	1032.113414	1580184.71	452.389342	1257.072772	1257.03519	16754.38086	3492.975107	-5283.077817	1764	7.062818	10.945103	10.452956	11.437249	63.52377	0.977809	1765.625345	1621.90221	1766.125345	426.59779	546760.2008	739.464451	739.400251	1976.318237	1208.605398	-5362.502055	7.413037	10.999579	10.60484	11.394319	63.155526	0.985347
HD113414BessellV2069_cal.fits	114	0	2.135116763	60060.48625	2460060.486	2460060.486	2460060.492	2460060.4926650	1.723291	35.371224	NaN	15	13.060836	-16.336575	6.883122	12	24	35	2.908017	0	0.004593	0	633.199813	0	538856.2797	734.10068	1030.417853	1016.442093	1030.917853	1032.057907	1567003.4	452.389342	1251.819205	1251.780923	17897.95508	3463.838013	-5280.40071	1754	6.97716	10.839501	10.112084	11.566917	86.926678	0.98194	1765.354316	1621.833204	1765.854316	426.666796	538856.2797	734.10068	734.035936	2784.635498	1191.133896	-5361.656305	6.789084	10.895816	10.253042	11.53859	272.888593	0.986034
HD113414BessellV2070_cal.fits	115	0	2.152569576	60060.48645	2460060.486	2460060.486	2460060.492	2460060.4928670	1.720644	35.434267	NaN	15	13.060836	-16.336575	6.683319	12	24	35	2.87662	0	0.004529	0	635.103126	0	543614.0989	737.33401	1028.534866	1016.974219	1029.034866	1031.525781	1563771.302	452.389342	1250.527494	1250.489341	17375.81055	3456.693508	-5280.347712	1788	6.539712	11.055901	10.245291	11.86651	74.622036	0.971193	1763.234615	1622.397884	1763.734615	426.102116	543614.0989	737.33401	737.269801	2519.086182	1201.650986	-5359.785462	6.826925	10.968018	10.242597	11.693439	76.673105	0.978284
HD113414BessellV2071_cal.fits	116	0	2.170108768	60060.48666	2460060.487	2460060.487	2460060.492	2460060.4930700	1.718006	35.497332	NaN	15	13.060836	-16.336575	6.942886	12	24	35	2.884415	0	0.004549	0	634.051248	0	541437.6645	735.856894	1027.990977	1016.545474	1028.490977	1031.954526	1561730.936	452.389342	1249.711629	1249.673044	17134.09375	3452.183309	-5281.867661	1723	6.859611	11.074217	10.424499	11.723934	68.891454	0.97507	1762.762439	1621.871835	1763.262439	426.628165	541437.6645	735.856894	735.792066	2541.964844	1196.840009	-5365.10634	7.02616	11.00248	10.434735	11.570225	70.515073	0.982473
HD113414BessellV2072_cal.fits	117	0	2.187561581	60060.48686	2460060.487	2460060.487	2460060.492	2460060.4932720	1.715373	35.560511	NaN	15	13.060836	-16.336575	7.10248	12	24	35	2.883305	0	0.004508	0	639.654963	0	551104.2193	742.396066	1028.25989	1015.958176	1028.75989	1032.541824	1589001.726	452.389342	1260.575143	1260.537093	16053.62402	3512.464989	-5285.262198	1724	7.308738	11.130516	10.743062	11.51797	59.004658	0.978075	1763.033122	1621.507222	1763.533122	426.992778	551104.2193	742.396066	742.331816	2513.157959	1218.207787	-5362.820647	6.896222	11.035041	10.675027	11.395056	61.272016	0.985319
HD113414BessellV2073_cal.fits	118	0	2.205014393	60060.48706	2460060.487	2460060.487	2460060.493	2460060.4934740	1.712761	35.623438	NaN	15	13.060836	-16.336575	7.475507	12	24	35	2.871263	0	0.004503	0	637.687902	0	548311.5489	740.512728	1026.065743	1016.702084	1026.565743	1031.797916	1574346.932	452.389342	1254.748959	1254.710689	15662.75781	3480.070782	-5282.377079	1750	7.494251	10.890475	10.538215	11.242734	58.168693	0.978783	1760.795003	1622.003703	1761.295003	426.496297	548311.5489	740.512728	740.448514	2091.706543	1212.03463	-5364.147677	7.456762	10.86955	10.552847	11.186253	59.195394	0.985005
HD113414BessellV2074_cal.fits	119	0	2.222467165	60060.48726	2460060.487	2460060.487	2460060.493	2460060.4936760	1.710152	35.686537	NaN	15	13.060836	-16.336575	7.354414	12	24	35	2.879003	0	0.004502	0	639.454754	0	550971.2554	742.306556	1025.325242	1015.561173	1025.825242	1032.938827	1586248.108	452.389342	1259.482394	1259.444448	14784.79395	3506.378159	-5283.641849	1712	7.370832	11.357209	10.607267	12.107151	66.035009	0.961488	1760.255382	1620.997434	1760.755382	427.502566	550971.2554	742.306556	742.242205	1836.174194	1217.913872	-5366.891135	7.337995	11.334479	10.658935	12.010022	68.250145	0.973186
HD113414BessellV2075_cal.fits	120	0	2.239919977	60060.48746	2460060.487	2460060.487	2460060.493	2460060.4938780	1.707556	35.749554	NaN	15	13.060836	-16.336575	6.608895	12	24	35	2.865089	0	0.004485	0	638.751325	0	550448.1674	741.954197	1023.409283	1015.788138	1023.909283	1032.711862	1577083.083	452.389342	1255.838889	1255.800483	19197.83789	3486.119005	-5279.375362	1696	6.633596	10.734116	10.356116	11.112117	58.715013	0.976683	1758.239001	1621.18675	1758.739001	427.31325	550448.1674	741.954197	741.889688	3173.693115	1216.757594	-5360.955309	6.584194	10.644164	10.223694	11.064635	62.98272	0.98196
HD113414BessellV2076_cal.fits	121	0	2.25754559	60060.48767	2460060.488	2460060.488	2460060.493	2460060.4940820	1.70495	35.813057	NaN	15	13.060836	-16.336575	6.794215	12	24	35	2.885169	0	0.004536	0	635.999187	0	544732.5132	738.092145	1024.619806	1016.160707	1025.119806	1032.339293	1571645.369	452.389342	1253.671862	1253.633759	18350.50391	3474.099018	-5281.809929	1759	6.991603	10.729408	9.911958	11.546859	72.837445	0.966349	1759.45872	1621.628093	1759.95872	426.871907	544732.5132	738.092145	738.027788	3299.142334	1204.123224	-5360.532061	6.596827	10.597579	9.786782	11.408375	74.97963	0.969119
HD113414BessellV2077_cal.fits	122	0	2.274998362	60060.48787	2460060.488	2460060.488	2460060.493	2460060.4942840	1.702373	35.87609	NaN	15	13.060836	-16.336575	6.883151	12	24	35	2.883508	0	0.004532	0	636.303571	0	545335.0407	738.500335	1025.284104	1015.539816	1025.784104	1032.960184	1572477.745	452.389342	1254.003905	1253.965588	16083.47461	3475.938972	-5279.636304	1723	6.821766	10.996179	10.169897	11.82246	67.458686	0.955205	1759.922174	1620.865571	1760.422174	427.634429	545335.0407	738.500335	738.435739	2259.141113	1205.455102	-5360.73061	6.944536	11.003532	10.224342	11.782722	70.815642	0.967695
HD113414BessellV2078_cal.fits	123	0	2.292451175	60060.48807	2460060.488	2460060.488	2460060.494	2460060.4944860	1.699805	35.939137	NaN	15	13.060836	-16.336575	7.450139	12	24	35	2.891418	0	0.004533	0	637.795855	0	547509.9593	739.971549	1026.196739	1015.224591	1026.696739	1033.275409	1583079.944	452.389342	1258.224045	1258.186052	14992.55078	3499.374978	-5284.429061	1684	7.56697	11.015884	10.446392	11.585377	61.840802	0.965426	1760.988646	1620.566998	1761.488646	427.933002	547509.9593	739.971549	739.906771	2004.465088	1210.262728	-5361.261223	7.333307	10.925297	10.397735	11.452859	64.448014	0.976454
HD113414BessellV2079_cal.fits	124	0	2.310076788	60060.48828	2460060.488	2460060.488	2460060.494	2460060.4946900	1.697232	36.002573	NaN	15	13.060836	-16.336575	6.419963	12	24	35	2.858279	0	0.004503	0	634.742151	0	543895.3769	737.524966	1026.565929	1014.737765	1027.065929	1033.762235	1554604.662	452.389342	1246.857021	1246.81871	18503.40039	3436.430785	-5280.56517	1724	6.416089	11.103058	10.239914	11.966203	67.788484	0.953175	1761.377281	1620.140537	1761.877281	428.359463	543895.3769	737.524966	737.460292	2932.227783	1202.272747	-5363.143129	6.423837	11.075438	10.286582	11.864293	70.058672	0.965885
HD113414BessellV2080_cal.fits	125	0	2.3275296	60060.48848	2460060.488	2460060.488	2460060.494	2460060.4948920	1.694682	36.065659	NaN	15	13.060836	-16.336575	6.731689	12	24	35	2.873789	0	0.004494	0	639.508481	0	551321.6564	742.5426	1026.488171	1015.272997	1026.988171	1033.227003	1584381.962	452.389342	1258.741305	1258.703402	17711.53516	3502.253069	-5280.688527	1697	6.998108	10.888869	10.294513	11.483226	61.771823	0.9612	1761.142909	1620.627693	1761.642909	427.872307	551321.6564	742.5426	742.478151	3074.205322	1218.688428	-5359.806745	6.46527	10.79117	10.343936	11.238404	61.299697	0.976411
HD113414BessellV2081_cal.fits	126	0	2.344982372	60060.48868	2460060.489	2460060.489	2460060.494	2460060.4950940	1.692144	36.128691	NaN	15	13.060836	-16.336575	6.631966	12	24	35	2.880611	0	0.00451	0	638.672134	0	549544.4253	741.344823	1024.620213	1014.642262	1025.120213	1033.857738	1583023.673	452.389342	1258.201676	1258.163697	18664.1582	3499.250591	-5282.627995	1720	6.61594	11.023634	10.654926	11.392342	59.408406	0.980783	1759.476525	1620.072153	1759.976525	428.427847	549544.4253	741.344823	741.280451	2662.330322	1214.759885	-5360.441063	6.647992	11.061262	10.728111	11.394413	61.271203	0.987483
HD113414BessellV2082_cal.fits	127	0	2.362521565	60060.48888	2460060.489	2460060.489	2460060.494	2460060.4952970	1.689615	36.191743	NaN	15	13.060836	-16.336575	6.72349	12	24	35	2.87219	0	0.004459	0	644.120352	0	559381.9638	747.950409	1021.713953	1015.147432	1022.213953	1033.352568	1606651.068	452.389342	1267.556345	1267.518461	18691.11523	3551.478601	-5283.983975	1698	6.872476	10.580165	10.430293	10.730037	64.810443	0.998027	1756.645694	1620.495287	1757.145694	428.004713	559381.9638	747.950409	747.886433	3506.254395	1236.50562	-5362.671212	6.574505	10.472501	10.370087	10.574915	71.176924	0.99939
HD113414BessellV2083_cal.fits	128	0	2.380060798	60060.48909	2460060.489	2460060.489	2460060.495	2460060.4955000	1.687079	36.255209	NaN	15	13.060836	-16.336575	7.687986	12	24	35	2.882926	0	0.004471	0	644.736449	0	559913.4948	748.305662	1022.618283	1014.472513	1023.118283	1034.027487	1614189.184	452.389342	1270.526221	1270.488683	15488.29004	3568.141496	-5284.231071	1695	7.843125	10.905699	10.637964	11.173434	68.956691	0.995628	1757.55672	1619.98077	1758.05672	428.51923	559913.4948	748.305662	748.241693	2049.264648	1237.680561	-5362.549648	7.532847	10.929749	10.615155	11.244343	77.174676	0.995929
HD113414BessellV2084_cal.fits	129	0	2.397427189	60060.48929	2460060.489	2460060.489	2460060.495	2460060.4957010	1.684581	36.317968	NaN	15	13.060836	-16.336575	6.851619	12	24	35	2.876212	0	0.004474	0	642.939752	0	557132.0671	746.444809	1020.702842	1014.98656	1021.202842	1033.51344	1602430.213	452.389342	1265.890261	1265.85239	20335.0625	3542.148463	-5281.793058	1709	6.746573	10.422508	9.939151	10.905866	69.717087	0.985156	1755.45915	1620.337144	1755.95915	428.162856	557132.0671	746.444809	746.380791	3461.58374	1231.532256	-5362.371627	6.956665	10.426967	10.024751	10.829182	72.757244	0.991266
HD113414BessellV2085_cal.fits	130	0	2.414879961	60060.48949	2460060.489	2460060.489	2460060.495	2460060.4959030	1.682085	36.380895	NaN	15	13.060836	-16.336575	8.18556	12	24	35	2.870915	0	0.004534	0	633.173126	0	540592.6848	735.282563	1021.585786	1014.763427	1022.085786	1033.736573	1551995.521	452.389342	1245.81028	1245.771965	11035.35938	3430.663316	-5281.097809	1713	8.383205	11.834787	11.297885	12.371689	57.383671	0.953286	1756.3677	1620.21339	1756.8677	428.28661	540592.6848	735.282563	735.217605	683.270081	1194.972194	-5361.350748	7.987916	11.699993	11.221385	12.178602	57.377013	0.961951
HD113414BessellV2086_cal.fits	131	0	2.432505575	60060.48969	2460060.49	2460060.49	2460060.495	2460060.4961070	1.679578	36.444349	NaN	15	13.060836	-16.336575	6.152184	12	24	35	2.89739	0	0.004573	0	633.531339	0	539927.1435	734.829945	1020.864627	1015.417275	1021.364627	1033.082725	1564379.724	452.389342	1250.770835	1250.732492	20805.23047	3458.038416	-5280.563873	1689	6.117858	10.729583	10.037874	11.421291	70.48023	0.972671	1755.635628	1620.827197	1756.135628	427.672803	539927.1435	734.829945	734.764754	4480.770508	1193.501025	-5359.422962	6.18651	10.717967	10.071795	11.36414	70.730266	0.976408
HD113414BessellV2087_cal.fits	132	0	2.449958387	60060.4899	2460060.49	2460060.49	2460060.495	2460060.4963090	1.677097	36.507398	NaN	15	13.060836	-16.336575	6.547	12	24	35	2.874051	0	0.004521	0	635.732391	0	544817.7567	738.150081	1021.243134	1014.687519	1021.743134	1033.812481	1565833.749	452.389342	1251.351957	1251.313622	18498.06445	3461.252517	-5279.140843	1709	6.494767	10.952275	10.485109	11.419442	64.087112	0.981017	1756.067374	1620.068413	1756.567374	428.431587	544817.7567	738.150081	738.085344	3101.378418	1204.311654	-5358.730203	6.599234	10.982581	10.561654	11.403507	66.578225	0.987478
HD113414BessellV2088_cal.fits	133	0	2.46749758	60060.4901	2460060.49	2460060.49	2460060.496	2460060.4965120	1.674621	36.570532	NaN	15	13.060836	-16.336575	6.852522	12	24	35	2.878718	0	0.004524	0	636.344094	0	545638.1137	738.705475	1022.129178	1015.199107	1022.629178	1033.300893	1570738.134	452.389342	1253.310045	1253.271799	16615.75586	3472.093588	-5280.146921	1730	6.860674	11.244201	10.335178	12.153223	70.507949	0.957294	1757.025705	1620.4598	1757.525705	428.0402	545638.1137	738.705475	738.64095	2316.525391	1206.125041	-5358.020403	6.84437	11.239764	10.421523	12.058006	73.158649	0.969707
HD113414BessellV2089_cal.fits	134	0	2.485036772	60060.4903	2460060.49	2460060.49	2460060.496	2460060.4967150	1.672147	36.633872	NaN	15	13.060836	-16.336575	6.737223	12	24	35	2.910082	0	0.004542	0	640.660163	0	551527.7016	742.681178	1022.430627	1016.073377	1022.930627	1032.426623	1604990.612	452.389342	1266.901197	1266.863285	19982.27539	3547.808188	-5278.083002	1736	6.712942	10.507957	9.984157	11.031758	79.577647	0.988676	1757.268959	1621.481302	1757.768959	427.018698	551527.7016	742.681178	742.617045	3335.554199	1219.143888	-5358.854719	6.761505	10.465558	9.988076	10.94304	85.91326	0.991537
HD113414BessellV2090_cal.fits	135	0	2.502489585	60060.4905	2460060.491	2460060.49	2460060.496	2460060.4969170	1.669693	36.696925	NaN	15	13.060836	-16.336575	7.116778	12	24	35	2.911073	0	0.004579	0	635.801102	0	543146.9427	737.017597	1021.310477	1022.207488	1021.810477	1026.292512	1581140.387	452.389342	1257.453279	1257.414819	17924.35938	3495.087615	-5280.306455	1674	7.283755	10.784519	10.218323	11.350715	74.446069	0.985043	1756.094495	1627.635014	1756.594495	420.864986	543146.9427	737.017597	736.952476	3108.415771	1200.618344	-5356.913021	6.9498	10.732417	10.117395	11.347439	80.457165	0.985388
HD113414BessellV2091_cal.fits	136	0	2.519942397	60060.49071	2460060.491	2460060.491	2460060.496	2460060.4971190	1.667248	36.759975	NaN	15	13.060836	-16.336575	5.985894	12	24	35	2.90366	0	0.00454	0	639.6334	0	550072.3074	741.700687	1020.447117	1022.861138	1020.947117	1025.638862	1597222.735	452.389342	1263.83165	1263.793904	24117.5293	3530.63741	-5280.543957	1741	5.880645	10.370087	9.942245	10.797929	66.206224	0.985083	1755.323711	1628.151842	1755.823711	420.348158	550072.3074	741.700687	741.636508	4628.439453	1215.926761	-5358.737068	6.091144	10.358848	9.961722	10.755973	66.694577	0.987579
HD113414BessellV2092_cal.fits	137	0	2.537395169	60060.49091	2460060.491	2460060.491	2460060.496	2460060.4973210	1.664813	36.823023	NaN	15	13.060836	-16.336575	6.211419	12	24	35	2.912926	0	0.004492	0	648.49907	0	564965.2972	751.673844	1021.048374	1023.082131	1021.548374	1025.417869	1645702.123	452.389342	1282.868027	1282.830415	22710.76758	3637.800386	-5281.844735	1630	6.43681	10.252249	10.184099	10.320398	50.516923	0.995175	1755.878908	1628.428479	1756.378908	420.071521	564965.2972	751.673844	751.609627	5073.269043	1248.847496	-5358.44912	5.986027	10.182158	10.082176	10.28214	55.86114	0.997185
HD113414BessellV2093_cal.fits	138	0	2.554847981	60060.49111	2460060.491	2460060.491	2460060.497	2460060.4975230	1.662388	36.886038	NaN	15	13.060836	-16.336575	6.268734	12	24	35	2.929551	0	0.004577	0	640.087692	0	549606.8535	741.38688	1020.649598	1023.07331	1021.149598	1025.42669	1610101.569	452.389342	1268.916534	1268.879021	20886.74414	3559.105884	-5275.615129	1732	6.341709	10.70986	9.892295	11.527425	69.048077	0.958406	1755.399489	1628.291386	1755.899489	420.208614	549606.8535	741.38688	741.322605	3840.044434	1214.897882	-5356.61101	6.195759	10.650865	9.844556	11.457174	70.015116	0.961413
HD113414BessellV2094_cal.fits	139	0	2.572387174	60060.49131	2460060.491	2460060.491	2460060.497	2460060.4977260	1.65997	36.949102	NaN	15	13.060836	-16.336575	6.54813	12	24	35	2.912874	0	0.004504	0	646.775602	0	561968.74	749.677595	1020.913158	1023.0435	1021.413158	1025.4565	1636944.376	452.389342	1279.450173	1279.412369	21582.28906	3618.441514	-5280.810026	1714	6.653005	10.284436	9.724071	10.844802	82.952612	0.987451	1755.881682	1628.388562	1756.381682	420.111438	561968.74	749.677595	749.613892	4563.023438	1242.223651	-5359.216987	6.443255	10.181274	9.567754	10.794793	271.435689	0.985544
HD113414BessellV2095_cal.fits	140	0	2.589839986	60060.49151	2460060.492	2460060.491	2460060.497	2460060.4979280	1.657562	37.012137	NaN	15	13.060836	-16.336575	6.473054	12	24	35	2.932169	0	0.004554	0	643.868936	0	555993.2425	745.681942	1019.101041	1023.237556	1019.601041	1025.262444	1630266.067	452.389342	1276.837479	1276.79998	20394.3418	3603.67921	-5276.743366	1623	6.578662	10.568676	10.372428	10.764925	57.193951	0.991916	1753.927085	1628.618558	1754.427085	419.881442	555993.2425	745.681942	745.617148	3891.750488	1229.014901	-5357.189636	6.367447	10.534372	10.253883	10.814861	68.30268	0.994637
HD113414BessellV2096_cal.fits	141	0	2.607379179	60060.49172	2460060.492	2460060.492	2460060.497	2460060.4981310	1.655148	37.075582	NaN	15	13.060836	-16.336575	6.830693	12	24	35	2.926707	0	0.004563	0	641.335649	0	551888.7205	742.924505	1016.139515	1023.876273	1016.639515	1024.623727	1615216.578	452.389342	1270.930639	1270.892783	21266.40039	3570.412534	-5277.90449	1657	6.858963	10.50603	9.76337	11.248689	79.422016	0.977247	1750.831712	1629.245034	1751.331712	419.254966	551888.7205	742.924505	742.859761	3891.132812	1219.941915	-5357.225628	6.802422	10.499785	9.720569	11.279001	84.775638	0.97747
HD113414BessellV2097_cal.fits	142	0	2.624918371	60060.49192	2460060.492	2460060.492	2460060.497	2460060.4983340	1.652755	37.138686	NaN	15	13.060836	-16.336575	6.268333	12	24	35	2.937073	0	0.004634	0	633.851463	0	538599.2433	733.925687	1015.757078	1024.349463	1016.257078	1024.150537	1581905.175	452.389342	1257.757136	1257.719101	20565.28906	3496.778168	-5277.473042	1729	6.303903	10.725504	9.797883	11.653125	76.778255	0.963231	1750.485319	1629.766429	1750.985319	418.733571	538599.2433	733.925687	733.860734	3575.631592	1190.565721	-5358.520247	6.232763	10.690728	9.748557	11.6329	81.127559	0.966277
HD113414BessellV2098_cal.fits	143	0	2.642457564	60060.49212	2460060.492	2460060.492	2460060.498	2460060.4985370	1.650362	37.20205	NaN	15	13.060836	-16.336575	5.7096	12	24	35	2.954419	0	0.004576	0	645.573162	0	557869.4304	746.938582	1016.104066	1024.150734	1016.604066	1024.349266	1648179.864	452.389342	1283.833343	1283.795808	27462.04688	3643.277395	-5281.640385	1704	5.719791	10.130772	9.810837	10.450706	58.764074	0.981362	1751.070092	1629.539033	1751.570092	418.960967	557869.4304	746.938582	746.874567	5522.408691	1233.162187	-5357.159444	5.699409	10.123327	9.892168	10.354487	59.251177	0.990851
HD113414BessellV2099_cal.fits	144	0	2.659910376	60060.49232	2460060.492	2460060.492	2460060.498	2460060.4987390	1.647989	37.265083	NaN	15	13.060836	-16.336575	6.991772	12	24	35	2.906809	0	0.004565	0	636.704489	0	544895.3543	738.202521	1017.313777	1023.962749	1017.813777	1024.537251	1583906.516	452.389342	1258.552456	1258.514501	15347.97461	3501.202102	-5275.201667	1740	7.195748	11.166363	10.352401	11.980326	70.361355	0.964904	1752.18143	1629.188463	1752.68143	419.311537	544895.3543	738.202521	738.13803	2618.015137	1204.483182	-5357.383549	6.787796	11.031406	10.222106	11.840705	75.204474	0.971833
HD113414BessellV2100_cal.fits	145	0	2.677363189	60060.49253	2460060.493	2460060.492	2460060.498	2460060.4989410	1.645636	37.327842	NaN	15	13.060836	-16.336575	6.437736	12	24	35	2.927682	0	0.004456	0	656.997776	0	579121.7072	761.031623	1016.996153	1024.612603	1017.496153	1023.887397	1695484.178	452.389342	1302.125954	1302.089228	25524.70313	3747.842888	-5282.437371	1773	6.316159	9.86311	9.152377	10.573843	77.601527	0.975056	1751.940622	1629.869741	1752.440622	418.630259	579121.7072	761.031623	760.969307	4927.115723	1280.140033	-5361.274655	6.559313	9.922511	9.191385	10.653637	85.198102	0.977902
HD113414BessellV2101_cal.fits	146	0	2.694902381	60060.49273	2460060.493	2460060.493	2460060.498	2460060.4991440	1.643271	37.391159	NaN	15	13.060836	-16.336575	7.024411	12	24	35	2.926076	0	0.004605	0	635.466143	0	541863.5208	736.146359	1016.728917	1024.638955	1017.228917	1023.861045	1585533.885	452.389342	1259.198902	1259.160791	18292.77734	3504.799378	-5277.317228	1683	7.162244	10.951225	10.558106	11.344343	81.00286	0.994316	1751.535776	1629.883945	1752.035776	418.616055	541863.5208	736.146359	736.081235	2823.113281	1197.781359	-5357.751482	6.886577	10.941478	10.610019	11.272936	272.84414	0.9963
HD113414BessellV2102_cal.fits	147	0	2.712355193	60060.49293	2460060.493	2460060.493	2460060.498	2460060.4993460	1.640924	37.454218	NaN	15	13.060836	-16.336575	5.15244	12	24	35	2.924458	0	0.004521	0	646.859998	0	561546.5497	749.396075	1015.411719	1024.778815	1015.911719	1023.721185	1642219.28	452.389342	1281.509874	1281.472202	34171.84375	3630.101612	-5281.04712	1685	5.165839	10.02207	9.430136	10.614004	80.798037	0.984609	1750.257257	1630.211556	1750.757257	418.288444	561546.5497	749.396075	749.33212	8929.105469	1241.290405	-5358.780712	5.139041	10.055262	9.527947	10.582576	88.828234	0.989041
HD113414BessellV2103_cal.fits	148	0	2.730067188	60060.49314	2460060.493	2460060.493	2460060.499	2460060.4995510	1.638554	37.518139	NaN	15	13.060836	-16.336575	5.928266	12	24	35	2.943675	0	0.004449	0	661.577317	0	586410.6488	765.805633	1015.833544	1024.599289	1016.333544	1023.900711	1726202.253	452.389342	1313.868338	1313.83199	32823.57031	3815.744741	-5287.956828	1738	5.789434	9.506746	9.293272	9.720221	278.791867	0.997783	1750.65458	1629.961678	1751.15458	418.538322	586410.6488	765.805633	765.743452	7298.805664	1296.252131	-5360.977095	6.067098	9.589961	9.44612	9.733801	292.180087	0.99824
HD113414BessellV2104_cal.fits	149	0	2.74760638	60060.49334	2460060.493	2460060.493	2460060.499	2460060.4997540	1.636215	37.581444	NaN	15	13.060836	-16.336575	5.267558	12	24	35	2.951358	0	0.004463	0	661.316165	0	585561.0312	765.250707	1016.209499	1025.20761	1016.709499	1023.29239	1728200.331	452.389342	1314.628478	1314.592191	35615.53906	3820.161463	-5283.734205	1739	5.149075	9.593467	9.287998	9.898936	61.935996	0.986971	1751.067562	1630.635307	1751.567562	417.864693	585561.0312	765.250707	765.188488	7601.245117	1294.374064	-5361.263394	5.386041	9.660068	9.3938	9.926337	72.673261	0.995516
HD113414BessellV2105_cal.fits	150	0	2.765145573	60060.49354	2460060.494	2460060.493	2460060.499	2460060.4999570	1.633894	37.644518	NaN	15	13.060836	-16.336575	4.810376	12	24	35	2.932357	0	0.004428	0	662.231158	0	588145.4668	766.937677	1016.958739	1025.270435	1017.458739	1023.229565	1724652.738	452.389342	1313.278545	1313.242149	38704.32031	3812.319562	-5288.122446	1684	4.924484	9.962536	9.168436	10.756635	71.66288	0.96099	1751.991286	1630.537387	1752.491286	417.962613	588145.4668	766.937677	766.875177	9245.427734	1300.086921	-5361.112508	4.696268	9.933672	9.153027	10.714316	76.491626	0.969256
HD113414BessellV2106_cal.fits	151	0	2.782598385	60060.49375	2460060.494	2460060.494	2460060.499	2460060.5001590	1.631584	37.707518	NaN	15	13.060836	-16.336575	5.394501	12	24	35	2.97093	0	0.004491	0	661.476126	0	584867.3842	764.797088	1018.974482	1025.929922	1019.474482	1022.570078	1737599.818	452.389342	1318.198605	1318.162386	33954.80859	3840.938892	-5285.978343	1815	5.370463	9.667267	8.869501	10.465033	76.633293	0.96631	1753.801367	1631.31466	1754.301367	417.18534	584867.3842	764.797088	764.73537	7601.500488	1292.840767	-5361.550464	5.418538	9.668373	8.839638	10.497107	83.363582	0.969427
HD113414BessellV2107_cal.fits	152	0	2.800223999	60060.49395	2460060.494	2460060.494	2460060.5	2460060.5003630	1.629261	37.771083	NaN	15	13.060836	-16.336575	6.075944	12	24	35	2.931645	0	0.00439	0	667.732187	0	597993.6864	773.331627	1019.736494	1025.663238	1020.236494	1022.836762	1753105.495	452.389342	1324.067006	1324.030799	29241.83984	3875.213963	-5288.003578	1654	6.13045	9.521074	9.173871	9.868277	68.350564	0.989984	1754.835499	1631.063908	1755.335499	417.436092	597993.6864	773.331627	773.269404	7458.694336	1321.856266	-5361.537445	6.021438	9.455388	9.034962	9.875815	85.207355	0.991898
HD113414BessellV2108_cal.fits	153	0	2.81759039	60060.49415	2460060.494	2460060.494	2460060.5	2460060.5005640	1.626972	37.833958	NaN	15	13.060836	-16.336575	6.631423	12	24	35	2.930315	0	0.004391	0	667.274431	0	597242.6557	772.845494	1019.990795	1026.458147	1020.490795	1022.041853	1750108.814	452.389342	1322.934916	1322.89865	24372.25586	3868.589843	-5287.267756	1759	6.507866	9.914029	9.209845	10.618213	80.320194	0.977555	1754.83129	1631.842791	1755.33129	416.657209	597242.6557	772.845494	772.784031	5525.922852	1320.196123	-5361.670747	6.754981	9.838858	9.10732	10.570396	270.248143	0.978128
HD113414BessellV2109_cal.fits	154	0	2.835129583	60060.49435	2460060.494	2460060.494	2460060.5	2460060.5007670	1.624687	37.896976	NaN	15	13.060836	-16.336575	6.643066	12	24	35	2.933139	0	0.004445	0	659.809449	0	583812.5181	764.107626	1018.520703	1025.565773	1019.020703	1022.934227	1712403.054	452.389342	1308.606441	1308.569942	22411.85352	3785.241815	-5286.73769	1682	6.903769	10.262778	9.779064	10.746493	75.190356	0.988294	1753.384847	1630.80774	1753.884847	417.69226	583812.5181	764.107626	764.044878	4505.551758	1290.509001	-5362.31569	6.382364	10.30143	9.870183	10.732676	85.183	0.992813
