Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_err_T1,rel_flux_err_C2,rel_flux_SNR_T1,rel_flux_SNR_C2,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2
HD113414BessellV2400_cal.fits,445,0,60060.553299,2460060.553299,2460060.553212,2460060.558862,2460060.559712,1.204937,56.038649,NaN,15,13.060836,-16.336575,8.123500,12,24,35,2.907750,0,0.004154,0,700.042456,0,658635.015663,811.592942,1037.188219,1021.396728,1037.688219,1027.103272,1915146.123747,452.389342,1383.905259,1383.870833,24599.248047,4233.402394,-5289.457370,1659,8.426260,9.922004,10.453508,9.390500,20.149828,0.980380,1772.064993,1626.712138,1772.564993,421.787862,658635.015663,811.592942,811.533691,7109.674316,1455.903034,-5368.332982,7.820740,9.731921,10.298069,9.165772,9.056748,0.985115
HD113414BessellV2401_cal.fits,446,0,60060.553501,2460060.553501,2460060.553415,2460060.559064,2460060.559914,1.204083,56.099278,NaN,15,13.060836,-16.336575,7.984675,12,24,35,2.909249,0,0.004145,0,701.944015,0,662130.490765,813.743490,1027.877131,1021.578185,1028.377131,1026.921815,1926302.146320,452.389342,1387.930112,1387.895636,26124.865234,4258.062618,-5285.769504,1677,8.512782,9.430183,9.121156,9.739209,66.506367,0.990789,1762.813511,1626.841551,1763.313511,421.658449,662130.490765,813.743490,813.684532,6545.559082,1463.629730,-5363.998000,7.456569,9.137047,8.771292,9.502802,77.323021,0.992176
HD113414BessellV2402_cal.fits,447,0,60060.553704,2460060.553704,2460060.553617,2460060.559267,2460060.560116,1.203232,56.159895,NaN,15,13.060836,-16.336575,9.494099,12,24,35,2.897193,0,0.004113,0,704.377220,0,667438.001543,816.997974,1026.841646,1021.707365,1027.341646,1026.792635,1933696.377872,452.389342,1390.591300,1390.556936,19750.736328,4274.407458,-5289.269284,1726,10.120561,9.605672,9.468838,9.742506,60.634926,0.996989,1761.824931,1627.009968,1762.324931,421.490032,667438.001543,816.997974,816.939605,4765.920898,1475.361905,-5364.079954,8.867638,9.185731,8.867533,9.503928,83.882989,0.994987
HD113414BessellV2403_cal.fits,448,0,60060.553907,2460060.553907,2460060.553820,2460060.559470,2460060.560320,1.202377,56.220884,NaN,15,13.060836,-16.336575,7.872342,12,24,35,2.900233,0,0.004112,0,705.332272,0,669069.088343,817.995609,1027.938664,1021.848863,1028.438664,1026.651137,1940455.915410,452.389342,1393.019601,1392.985364,27831.833984,4289.349317,-5290.602279,1719,8.574091,9.169889,9.158265,9.181513,45.480900,0.977188,1762.829820,1627.174851,1763.329820,421.325149,669069.088343,817.995609,817.937262,7587.877441,1478.967398,-5365.303552,7.170593,8.899148,8.822259,8.976036,49.506327,0.987834
HD113414BessellV2404_cal.fits,449,0,60060.554109,2460060.554109,2460060.554023,2460060.559672,2460060.560522,1.201532,56.281431,NaN,15,13.060836,-16.336575,9.370964,12,24,35,2.911004,0,0.004146,0,702.198457,0,662508.497529,813.975831,1028.288243,1021.778308,1028.788243,1026.721692,1928564.939835,452.389342,1388.745078,1388.710549,25310.509766,4263.064490,-5290.084468,1648,9.884070,9.568254,9.038254,10.098255,78.329560,0.985531,1763.227971,1627.097256,1763.727971,421.402744,662508.497529,813.975831,813.916670,6524.584961,1464.465309,-5366.243714,8.857859,9.310607,8.654874,9.966340,86.684289,0.980089
HD113414BessellV2405_cal.fits,450,0,60060.554312,2460060.554312,2460060.554225,2460060.559875,2460060.560724,1.200689,56.341972,NaN,15,13.060836,-16.336575,7.502568,12,24,35,2.915258,0,0.004152,0,702.097934,0,662071.445128,813.707117,1028.429783,1021.731653,1028.929783,1026.768347,1930109.211090,452.389342,1389.300774,1389.266635,27209.791016,4266.478079,-5288.040740,1702,8.067946,9.192271,9.063840,9.320702,56.423835,0.994823,1763.407656,1627.156458,1763.907656,421.343542,662071.445128,813.707117,813.648340,7659.031738,1463.499211,-5363.922876,6.937190,8.882543,8.678911,9.086174,80.866781,0.997671
HD113414BessellV2406_cal.fits,451,0,60060.554514,2460060.554514,2460060.554427,2460060.560077,2460060.560927,1.199849,56.402504,NaN,15,13.060836,-16.336575,7.477405,12,24,35,2.900461,0,0.004112,0,705.413894,0,669210.300810,818.081833,1030.132005,1021.440573,1030.632005,1027.059427,1941018.198136,452.389342,1393.221277,1393.187307,30177.562500,4290.592234,-5288.745245,1744,7.988333,8.925344,8.752255,9.098432,55.462714,0.988215,1764.988108,1626.714531,1765.488108,421.785469,669210.300810,818.081833,818.023667,8911.252930,1479.279546,-5366.356257,6.966476,8.748260,8.498665,8.997855,68.090995,0.993756
HD113414BessellV2407_cal.fits,452,0,60060.554716,2460060.554716,2460060.554630,2460060.560279,2460060.561129,1.199009,56.463144,NaN,15,13.060836,-16.336575,6.591415,12,24,35,2.915691,0,0.004149,0,702.813456,0,663396.189290,814.520583,1031.137256,1021.927383,1031.637256,1026.572617,1934258.323829,452.389342,1390.793236,1390.759082,33714.773438,4275.649631,-5287.386561,1743,7.048018,8.998483,9.057389,8.939578,35.107584,0.998504,1766.060970,1627.164693,1766.560970,421.335307,663396.189290,814.520583,814.462155,10024.278320,1466.427538,-5363.650512,6.134813,8.705131,8.666972,8.743290,290.470948,0.999865
HD113414BessellV2408_cal.fits,453,0,60060.554918,2460060.554918,2460060.554831,2460060.560481,2460060.561331,1.198176,56.523523,NaN,15,13.060836,-16.336575,6.740415,12,24,35,2.915737,0,0.004147,0,703.149552,0,664028.311728,814.908680,1032.549450,1021.789106,1033.049450,1026.710894,1936132.201243,452.389342,1391.466845,1391.432507,36864.890625,4279.791810,-5289.822714,1699,7.176785,8.886428,8.487199,9.285658,61.748154,0.973600,1767.458389,1627.088312,1767.958389,421.411688,664028.311728,814.908680,814.849968,9569.807617,1467.824836,-5367.466653,6.304046,8.695905,8.232356,9.159455,69.268808,0.979875
HD113414BessellV2409_cal.fits,454,0,60060.555120,2460060.555120,2460060.555034,2460060.560683,2460060.561533,1.197344,56.583988,NaN,15,13.060836,-16.336575,8.885957,12,24,35,2.901957,0,0.004110,0,706.008277,0,670249.902100,818.716980,1032.076561,1021.736013,1032.576561,1026.763987,1945036.191066,452.389342,1394.662605,1394.628482,27518.044922,4299.473949,-5286.973071,1743,9.416469,9.272924,8.746558,9.799289,68.088069,0.975398,1766.992786,1626.990141,1767.492786,421.509859,670249.902100,818.716980,818.658851,6511.867676,1481.577570,-5364.419792,8.355445,8.960482,8.341199,9.579766,77.734544,0.977133
HD113414BessellV2410_cal.fits,455,0,60060.555323,2460060.555323,2460060.555236,2460060.560886,2460060.561735,1.196515,56.644437,NaN,15,13.060836,-16.336575,7.836785,12,24,35,2.901915,0,0.004119,0,704.504629,0,667400.959020,816.975548,1030.173601,1021.546891,1030.673601,1026.953109,1936740.835302,452.389342,1391.685460,1391.651268,29638.894531,4281.137186,-5287.549220,1659,8.393143,9.059258,8.825728,9.292788,71.753751,0.995893,1765.093310,1626.811827,1765.593310,421.688173,667400.959020,816.975548,816.916688,8649.090820,1475.280023,-5363.673541,7.280427,8.780321,8.456017,9.104624,276.959509,0.994224
HD113414BessellV2411_cal.fits,456,0,60060.555526,2460060.555526,2460060.555439,2460060.561089,2460060.561939,1.195683,56.705278,NaN,15,13.060836,-16.336575,8.766335,12,24,35,2.907518,0,0.004131,0,703.765163,0,665671.559183,815.916222,1028.831434,1020.831617,1029.331434,1027.668383,1935451.924597,452.389342,1391.222254,1391.188158,23462.021484,4278.288068,-5290.003809,1720,9.289955,9.375393,8.971890,9.778895,69.304216,0.986884,1763.832393,1626.115903,1764.332393,422.384097,665671.559183,815.916222,815.857733,6019.493164,1471.457210,-5364.159717,8.242716,9.111147,8.591779,9.630515,78.392006,0.984711
HD113414BessellV2412_cal.fits,457,0,60060.555730,2460060.555730,2460060.555643,2460060.561293,2460060.562143,1.194854,56.766063,NaN,15,13.060836,-16.336575,7.271147,12,24,35,2.911607,0,0.004119,0,706.885809,0,671346.450973,819.386475,1029.380297,1021.510587,1029.880297,1026.989413,1954696.904743,452.389342,1398.121850,1398.087659,30376.828125,4320.828814,-5290.663249,1716,7.679046,8.609721,8.563361,8.656081,51.712448,0.997849,1764.334593,1626.774267,1764.834593,421.725733,671346.450973,819.386475,819.328206,7588.557617,1484.001475,-5364.174822,6.863248,8.458476,8.284562,8.632391,84.068475,0.998236
HD113414BessellV2413_cal.fits,458,0,60060.555932,2460060.555932,2460060.555845,2460060.561495,2460060.562345,1.194033,56.826440,NaN,15,13.060836,-16.336575,8.650683,12,24,35,2.899639,0,0.004139,0,700.563691,0,660087.921873,812.487245,1029.352930,1020.988723,1029.852930,1027.511277,1914016.761010,452.389342,1383.497222,1383.462670,24754.240234,4230.905954,-5290.177936,1741,9.076155,9.551342,8.847347,10.255337,67.548631,0.957153,1764.303998,1626.287898,1764.803998,422.212102,660087.921873,812.487245,812.428657,5761.730469,1459.114662,-5364.900271,8.225211,9.276606,8.497571,10.055640,74.844724,0.962678
HD113414BessellV2414_cal.fits,459,0,60060.556134,2460060.556134,2460060.556047,2460060.561697,2460060.562547,1.193215,56.886828,NaN,15,13.060836,-16.336575,8.198511,12,24,35,2.917755,0,0.004143,0,704.211931,0,665918.507537,816.067505,1030.460922,1021.523040,1030.960922,1026.976960,1942986.998016,452.389342,1393.927805,1393.893565,27695.386719,4294.944237,-5288.629458,1730,8.563361,8.970453,8.534466,9.406440,69.203800,0.983186,1765.441969,1626.878601,1765.941969,421.621399,665918.507537,816.067505,816.009097,6276.951660,1472.003086,-5366.091598,7.833661,8.792763,8.201492,9.384035,79.778771,0.979584
HD113414BessellV2415_cal.fits,460,0,60060.556336,2460060.556336,2460060.556250,2460060.561899,2460060.562749,1.192400,56.947157,NaN,15,13.060836,-16.336575,7.399851,12,24,35,2.909350,0,0.004146,0,701.646842,0,661563.759121,813.394922,1030.877422,1021.406953,1031.377422,1027.093047,1924720.736024,452.389342,1387.360290,1387.325808,32327.947266,4254.566933,-5288.771622,1752,7.556658,9.084592,8.490879,9.678306,86.232259,0.982764,1765.892193,1626.809884,1766.392193,421.690116,661563.759121,813.394922,813.336475,8935.657227,1462.376978,-5364.026564,7.243044,8.909915,8.225528,9.594303,274.093513,0.976193
HD113414BessellV2416_cal.fits,461,0,60060.556538,2460060.556538,2460060.556452,2460060.562101,2460060.562951,1.191587,57.007473,NaN,15,13.060836,-16.336575,7.346030,12,24,35,2.914929,0,0.004153,0,701.876434,0,661672.748164,813.461947,1030.989389,1021.495045,1031.489389,1027.004955,1928729.388003,452.389342,1388.804408,1388.769633,26236.292969,4263.428000,-5288.800956,1743,7.718361,9.339598,9.395866,9.283330,39.539598,0.995955,1765.921764,1626.800747,1766.421764,421.699253,661672.748164,813.461947,813.403443,6490.950195,1462.617897,-5363.279079,6.973698,9.062044,8.989214,9.134874,75.209603,0.999658
HD113414BessellV2417_cal.fits,462,0,60060.556741,2460060.556741,2460060.556654,2460060.562304,2460060.563153,1.190777,57.067777,NaN,15,13.060836,-16.336575,7.938431,12,24,35,2.914073,0,0.004149,0,702.374943,0,662662.643985,814.070180,1030.505482,1021.566993,1031.005482,1026.933007,1931047.031792,452.389342,1389.638258,1389.604107,28981.644531,4268.551117,-5285.471132,1739,8.434217,9.294408,9.412878,9.175939,29.622080,0.997516,1765.507803,1627.009606,1766.007803,421.490394,662662.643985,814.070180,814.011692,7019.597656,1464.806047,-5364.836431,7.442645,9.040932,9.005569,9.076295,86.287873,0.999938
HD113414BessellV2418_cal.fits,463,0,60060.556944,2460060.556944,2460060.556857,2460060.562507,2460060.563357,1.189964,57.128447,NaN,15,13.060836,-16.336575,7.813354,12,24,35,2.911003,0,0.004153,0,700.917018,0,660092.581598,812.490233,1029.846969,1021.804762,1030.346969,1026.695238,1921531.614180,452.389342,1386.210361,1386.176058,25007.234375,4247.517426,-5289.432700,1707,8.572026,9.638954,9.881654,9.396254,29.147152,0.990830,1764.814236,1627.122995,1765.314236,421.377005,660092.581598,812.490233,812.431405,6357.196777,1459.124962,-5364.839301,7.054682,9.407643,9.551306,9.263981,27.863949,0.997060
HD113414BessellV2419_cal.fits,464,0,60060.557146,2460060.557146,2460060.557060,2460060.562709,2460060.563559,1.189160,57.188719,NaN,15,13.060836,-16.336575,8.246064,12,24,35,2.916525,0,0.004155,0,701.896778,0,661618.597519,813.428686,1031.450568,1022.097588,1031.950568,1026.402412,1929627.510847,452.389342,1389.127522,1389.093139,22874.773438,4265.413287,-5290.671448,1736,8.874614,9.680743,9.580516,9.780970,50.988472,0.990046,1766.338644,1627.454879,1766.838644,421.045121,661618.597519,813.428686,813.370131,5929.696777,1462.498198,-5363.778100,7.617514,9.314098,9.204021,9.424174,56.062957,0.996063
HD113414BessellV2420_cal.fits,465,0,60060.557349,2460060.557349,2460060.557262,2460060.562912,2460060.563761,1.188358,57.248964,NaN,15,13.060836,-16.336575,6.851823,12,24,35,2.915216,0,0.004163,0,700.282288,0,658654.221660,811.604606,1031.394048,1022.669411,1031.894048,1025.830589,1920119.588720,452.389342,1385.700966,1385.666630,30832.458984,4244.396165,-5288.003654,1704,7.074103,9.360672,9.037870,9.683474,59.422651,0.979611,1766.288321,1627.913669,1766.788321,420.586331,658654.221660,811.604606,811.545692,7887.930664,1455.945488,-5365.073375,6.629543,9.146151,8.787133,9.505170,64.066645,0.983886
HD113414BessellV2421_cal.fits,466,0,60060.557552,2460060.557552,2460060.557465,2460060.563115,2460060.563965,1.187553,57.309558,NaN,15,13.060836,-16.336575,8.246747,12,24,35,2.920629,0,0.004168,0,700.672689,0,659076.711594,811.864896,1030.813975,1022.509314,1031.313975,1025.990686,1924918.751192,452.389342,1387.431521,1387.397304,24633.056641,4255.004643,-5290.284683,1690,8.497654,9.724815,9.623538,9.826092,50.603726,0.988518,1765.701766,1627.768377,1766.201766,420.731623,659076.711594,811.864896,811.805898,5580.302246,1456.879396,-5365.737921,7.995839,9.447720,9.171912,9.723527,65.041850,0.991792
HD113414BessellV2422_cal.fits,467,0,60060.557756,2460060.557756,2460060.557669,2460060.563319,2460060.564169,1.186750,57.370241,NaN,15,13.060836,-16.336575,6.386852,12,24,35,2.911999,0,0.004136,0,704.046487,0,665941.458009,816.081545,1031.192936,1022.697364,1031.692936,1025.802636,1939220.861466,452.389342,1392.576331,1392.541879,33293.398438,4286.619248,-5293.119128,1736,6.792610,9.043257,9.061836,9.024679,44.154476,0.980614,1766.167485,1628.039532,1766.667485,420.460468,665941.458009,816.081545,816.023181,9951.252930,1472.053817,-5364.301770,5.981094,8.723776,8.629748,8.817804,51.573069,0.991019
HD113414BessellV2423_cal.fits,468,0,60060.557959,2460060.557959,2460060.557872,2460060.563522,2460060.564372,1.185953,57.430685,NaN,15,13.060836,-16.336575,8.477312,12,24,35,2.921616,0,0.004161,0,702.168302,0,661835.874128,813.562149,1028.978297,1022.791799,1029.478297,1025.708201,1933630.587660,452.389342,1390.567609,1390.533316,21374.861328,4274.262030,-5292.555144,1760,9.044344,9.447202,9.651981,9.242423,29.662141,0.992786,1763.972597,1628.191434,1764.472597,420.308566,661835.874128,813.562149,813.503769,5500.636230,1462.978484,-5366.095286,7.910280,9.046052,9.194892,8.897213,26.426045,0.997032
HD113414BessellV2424_cal.fits,469,0,60060.558161,2460060.558161,2460060.558075,2460060.563724,2460060.564574,1.185161,57.490863,NaN,15,13.060836,-16.336575,6.741524,12,24,35,2.927273,0,0.004168,0,702.397940,0,661942.763213,813.628071,1027.698061,1022.584448,1028.198061,1025.915552,1937687.322927,452.389342,1392.025446,1391.991310,31036.615234,4283.229383,-5291.059487,1694,7.057513,9.325988,9.496316,9.155660,36.447988,0.984585,1762.685624,1627.952414,1763.185624,420.547586,661942.763213,813.628071,813.569230,8199.465820,1463.214761,-5365.205791,6.425535,9.068468,9.048281,9.088655,46.313682,0.990567
HD113414BessellV2425_cal.fits,470,0,60060.558364,2460060.558364,2460060.558277,2460060.563927,2460060.564776,1.184373,57.550984,NaN,15,13.060836,-16.336575,7.577199,12,24,35,2.919733,0,0.004153,0,703.101786,0,663705.735664,814.710427,1027.876418,1023.015524,1028.376418,1025.484476,1937843.267862,452.389342,1392.081544,1392.047238,30053.105469,4283.574097,-5288.192863,1788,7.969684,9.226620,8.897019,9.556222,67.338902,0.989701,1762.841532,1628.306156,1763.341532,420.193844,663705.735664,814.710427,814.652315,7725.843262,1467.111786,-5362.961080,7.184715,9.003585,8.576788,9.430381,76.869457,0.988874
HD113414BessellV2426_cal.fits,471,0,60060.558568,2460060.558568,2460060.558481,2460060.564130,2460060.564980,1.183580,57.611616,NaN,15,13.060836,-16.336575,7.968870,12,24,35,2.917514,0,0.004153,0,702.495683,0,662690.834963,814.087568,1028.170604,1023.239423,1028.670604,1025.260577,1933409.924881,452.389342,1390.488351,1390.453882,25961.322266,4273.774258,-5287.922210,1718,8.456877,9.373812,9.209819,9.537805,62.943883,0.996439,1763.124463,1628.473356,1763.624463,420.026644,662690.834963,814.087568,814.028934,6707.654785,1464.868363,-5363.628331,7.480864,9.018287,8.757654,9.278920,88.420382,0.996654
HD113414BessellV2427_cal.fits,472,0,60060.558771,2460060.558771,2460060.558684,2460060.564333,2460060.565183,1.182793,57.671936,NaN,15,13.060836,-16.336575,7.178148,12,24,35,2.914999,0,0.004127,0,706.299916,0,670034.638265,818.585491,1028.442749,1023.046275,1028.942749,1025.453725,1953150.054512,452.389342,1397.568647,1397.534253,32518.384766,4317.409525,-5293.700736,1747,7.474697,9.027996,9.088798,8.967195,39.745249,0.994547,1763.466042,1628.493031,1763.966042,420.006969,670034.638265,818.585491,818.527381,8616.688477,1481.101732,-5362.118754,6.881598,8.699483,8.696711,8.702255,45.553730,0.998913
HD113414BessellV2428_cal.fits,473,0,60060.558973,2460060.558973,2460060.558886,2460060.564536,2460060.565386,1.182013,57.732006,NaN,15,13.060836,-16.336575,6.598810,12,24,35,2.921359,0,0.004154,0,703.210164,0,663816.275957,814.778423,1028.534604,1023.185198,1029.034604,1025.314802,1939245.535489,452.389342,1392.585175,1392.550754,34252.910156,4286.673789,-5286.641554,1741,6.907321,8.885150,8.523055,9.247244,74.119799,0.990841,1763.468047,1628.410962,1763.968047,420.089038,663816.275957,814.778423,814.719999,10553.589844,1467.356134,-5360.292694,6.290299,8.667503,8.236055,9.098951,85.610708,0.989902
HD113414BessellV2429_cal.fits,474,0,60060.559176,2460060.559176,2460060.559089,2460060.564739,2460060.565589,1.181230,57.792415,NaN,15,13.060836,-16.336575,6.490294,12,24,35,2.914924,0,0.004158,0,701.108064,0,660225.450575,812.572098,1028.063349,1023.768849,1028.563349,1024.731151,1924506.757443,452.389342,1387.283008,1387.248850,32013.132812,4254.093937,-5288.327973,1679,6.824686,9.150658,8.961020,9.340296,55.335093,0.986224,1762.965864,1629.010534,1763.465864,419.489466,660225.450575,812.572098,812.513070,9071.570312,1459.418667,-5362.608809,6.155902,8.892671,8.591771,9.193570,64.651634,0.988612
HD113414BessellV2430_cal.fits,475,0,60060.559379,2460060.559379,2460060.559292,2460060.564942,2460060.565791,1.180454,57.852481,NaN,15,13.060836,-16.336575,7.423187,12,24,35,2.921630,0,0.004155,0,703.136688,0,663661.643681,814.683360,1027.833095,1023.512487,1028.333095,1024.987513,1938974.063043,452.389342,1392.487725,1392.453254,30461.072266,4286.073704,-5288.639866,1790,7.872269,9.075154,8.708917,9.441390,77.662854,0.992136,1762.773430,1628.755243,1763.273430,419.744757,663661.643681,814.683360,814.625260,8388.195312,1467.014321,-5361.912934,6.974104,8.806818,8.295655,9.317981,85.511125,0.986281
HD113414BessellV2431_cal.fits,476,0,60060.559582,2460060.559582,2460060.559495,2460060.565145,2460060.565995,1.179676,57.912813,NaN,15,13.060836,-16.336575,6.562191,12,24,35,2.909419,0,0.004120,0,706.241380,0,670252.108737,818.718615,1028.178875,1023.430576,1028.678875,1025.069424,1950044.436026,452.389342,1396.457245,1396.422585,32370.533203,4310.544601,-5288.468199,1663,6.801948,8.929573,8.712414,9.146732,57.201215,0.986157,1763.146788,1628.645561,1763.646788,419.854439,670252.108737,818.718615,818.659911,9031.802734,1481.582448,-5362.146599,6.322434,8.641531,8.225586,9.057476,72.582601,0.986308
HD113414BessellV2432_cal.fits,477,0,60060.559784,2460060.559784,2460060.559697,2460060.565347,2460060.566197,1.178906,57.972799,NaN,15,13.060836,-16.336575,7.640757,12,24,35,2.913926,0,0.004154,0,701.493909,0,661009.721079,813.054188,1028.841659,1023.832724,1029.341659,1024.667276,1926133.147675,452.389342,1387.869187,1387.834794,23816.562500,4257.689049,-5287.581489,1779,8.257117,9.592203,9.377520,9.806886,54.225062,0.980016,1763.790753,1629.230294,1764.290753,419.269706,661009.721079,813.054188,812.995899,6993.859375,1461.152285,-5362.183725,7.024397,9.204571,8.815535,9.593607,68.550736,0.986732
HD113414BessellV2433_cal.fits,478,0,60060.559987,2460060.559987,2460060.559900,2460060.565550,2460060.566400,1.178135,58.033001,NaN,15,13.060836,-16.336575,7.332307,12,24,35,2.914344,0,0.004142,0,703.647584,0,665050.433715,815.535596,1029.242532,1023.914052,1029.742532,1024.585948,1938185.818948,452.389342,1392.204561,1392.170284,26935.376953,4284.331302,-5287.876089,1694,7.849112,9.075699,8.947927,9.203471,56.045204,0.994396,1764.160101,1629.240612,1764.660101,419.259388,665050.433715,815.535596,815.476893,7516.932617,1470.084221,-5360.042390,6.815501,8.827165,8.636311,9.018019,70.608353,0.996926
HD113414BessellV2434_cal.fits,479,0,60060.560189,2460060.560189,2460060.560102,2460060.565752,2460060.566602,1.177372,58.092752,NaN,15,13.060836,-16.336575,7.123492,12,24,35,2.909135,0,0.004131,0,704.238394,0,666472.220092,816.406701,1030.514679,1024.223441,1031.014679,1024.276559,1938857.387478,452.389342,1392.445662,1392.411525,29916.816406,4285.815794,-5285.973056,1727,7.540997,9.050349,8.869234,9.231463,56.017947,0.988629,1765.448867,1629.427268,1765.948867,419.072732,666472.220092,816.406701,816.348297,8166.265137,1473.227059,-5361.294440,6.705986,8.786372,8.478168,9.094576,67.885154,0.990438
HD113414BessellV2435_cal.fits,480,0,60060.560391,2460060.560391,2460060.560304,2460060.565954,2460060.566804,1.176611,58.152581,NaN,15,13.060836,-16.336575,7.432502,12,24,35,2.918457,0,0.004147,0,703.792408,0,665084.592047,815.556427,1032.367283,1024.351411,1032.867283,1024.148589,1941020.624649,452.389342,1393.222389,1393.187936,37146.039062,4290.597598,-5284.894326,1725,7.841689,8.901150,8.954337,8.847963,40.114482,0.995042,1767.348007,1629.714901,1767.848007,418.785099,665084.592047,815.556427,815.497948,9814.708008,1470.159728,-5361.811353,7.023315,8.707282,8.625096,8.789469,60.712333,0.998689
HD113414BessellV2436_cal.fits,481,0,60060.560593,2460060.560593,2460060.560506,2460060.566156,2460060.567006,1.175851,58.212459,NaN,15,13.060836,-16.336575,7.533124,12,24,35,2.914035,0,0.004150,0,702.193060,0,662321.649019,813.860599,1032.936164,1024.448250,1033.436164,1024.051750,1930028.204065,452.389342,1389.271936,1389.237163,30731.199219,4266.299014,-5285.704900,1773,7.946064,9.171448,9.267959,9.074937,40.124050,0.984565,1767.914627,1629.837741,1768.414627,418.662259,662321.649019,813.860599,813.802327,7792.703613,1464.052283,-5360.993590,7.120184,8.928176,8.831994,9.024357,51.343317,0.990378
HD113414BessellV2437_cal.fits,482,0,60060.560796,2460060.560796,2460060.560709,2460060.566358,2460060.567208,1.175092,58.272410,NaN,15,13.060836,-16.336575,8.058304,12,24,35,2.918718,0,0.004158,0,701.896774,0,661491.699983,813.350677,1032.073143,1024.970557,1032.573143,1023.529443,1930707.705952,452.389342,1389.516273,1389.481896,25265.210938,4267.801043,-5288.067047,1737,8.638637,9.306198,9.444177,9.168218,38.808657,0.980886,1766.996222,1630.417760,1767.496222,418.082240,661491.699983,813.350677,813.292124,6491.701172,1462.217693,-5364.377527,7.477971,8.908317,8.931834,8.884801,43.131530,0.993438
HD113414BessellV2438_cal.fits,483,0,60060.560999,2460060.560999,2460060.560912,2460060.566562,2460060.567411,1.174334,58.332527,NaN,15,13.060836,-16.336575,7.220643,12,24,35,2.919353,0,0.004157,0,702.217591,0,662059.821763,813.699917,1030.797086,1025.030276,1031.297086,1023.469724,1932786.506297,452.389342,1390.264130,1390.229716,25976.041016,4272.396200,-5288.008872,1718,7.622319,9.540545,9.386192,9.694898,51.034739,0.976066,1765.693239,1630.181229,1766.193239,418.318771,662059.821763,813.699917,813.641255,6790.680664,1463.473517,-5363.201481,6.818967,9.164864,8.858562,9.471167,62.568842,0.986542
HD113414BessellV2439_cal.fits,484,0,60060.561201,2460060.561201,2460060.561114,2460060.566764,2460060.567614,1.173581,58.392330,NaN,15,13.060836,-16.336575,6.276764,12,24,35,2.934517,0,0.004177,0,702.533417,0,661782.037619,813.529357,1029.549821,1024.896559,1030.049821,1023.603441,1942010.526799,452.389342,1393.577525,1393.543231,36600.921875,4292.785762,-5287.187378,1677,6.701799,8.900485,8.992741,8.808229,38.717299,0.990922,1764.491408,1630.101756,1764.991408,418.398244,661782.037619,813.529357,813.470383,10362.915039,1462.859480,-5364.864296,5.851729,8.660961,8.571939,8.749983,53.276910,0.994795
HD113414BessellV2440_cal.fits,485,0,60060.561406,2460060.561406,2460060.561319,2460060.566969,2460060.567819,1.172821,58.452922,NaN,15,13.060836,-16.336575,6.385766,12,24,35,2.919163,0,0.004139,0,705.319751,0,667933.123579,817.301085,1029.578110,1025.282396,1030.078110,1023.217604,1949805.853006,452.389342,1396.371520,1396.337454,40207.039062,4310.017216,-5286.236267,1683,6.672959,8.628134,8.481908,8.774360,55.361057,0.990829,1764.507751,1630.589796,1765.007751,417.910204,667933.123579,817.301085,817.242428,11331.430664,1476.456365,-5362.224209,6.098573,8.363403,8.057397,8.669409,70.644714,0.991229
HD113414BessellV2441_cal.fits,486,0,60060.561609,2460060.561609,2460060.561522,2460060.567172,2460060.568022,1.172070,58.513014,NaN,15,13.060836,-16.336575,7.212317,12,24,35,2.919909,0,0.004149,0,703.712795,0,664849.802056,815.412523,1028.884807,1024.950667,1029.384807,1023.549333,1941300.799782,452.389342,1393.322845,1393.288574,29603.246094,4291.216921,-5287.406295,1710,7.551707,8.833874,8.569498,9.098250,60.936409,0.987174,1763.898281,1630.339227,1764.398281,418.160773,664849.802056,815.412523,815.353927,8067.462891,1469.640728,-5358.553140,6.872926,8.613562,8.194650,9.032474,75.227651,0.987558
HD113414BessellV2442_cal.fits,487,0,60060.561812,2460060.561812,2460060.561725,2460060.567374,2460060.568224,1.171325,58.572756,NaN,15,13.060836,-16.336575,7.097961,12,24,35,2.937481,0,0.004182,0,702.344589,0,661256.676798,813.206369,1029.897590,1025.185805,1030.397590,1023.314195,1942429.186973,452.389342,1393.727755,1393.693410,28780.576172,4293.711204,-5287.826996,1686,7.570103,9.014224,8.700895,9.327552,64.377063,0.987696,1764.851764,1630.455602,1765.351764,418.044398,661256.676798,813.206369,813.147439,9062.017578,1461.698177,-5360.028206,6.625818,8.735983,8.225637,9.246330,80.323707,0.984769
